elapsed_seconds,loss_max,loss_median,loss_min,loss_q25,loss_q75,method,method_label,rel_error_max,rel_error_median,rel_error_min,rel_error_q25,rel_error_q75,task_id
440.0,0.0022817839180551097,0.0005485552813971949,0.0001786760850326862,0.0005306265287678941,0.001464881385913905,real_tanh_autodiff,"Real AD (float32, tanh)",0.1263286568076413,0.10969125272384937,0.09605662867558751,0.10451802082506743,0.11045888166708452,zk_2d_o3
460.0,0.0010246222582154078,0.0005335308318757066,0.00011396248203541852,0.00019288229663891546,0.0007637556979568722,real_tanh_autodiff,"Real AD (float32, tanh)",0.11868890261174095,0.097052379335088,0.09490311613256934,0.09636232051010361,0.09893763627524578,zk_2d_o3
480.0,0.0020623099614248477,0.0005106019307262302,8.648646315824797e-05,0.0004367478168853061,0.0008390689496395351,real_tanh_autodiff,"Real AD (float32, tanh)",0.11842442471227846,0.09139305127395038,0.08855559140716551,0.08951072014514252,0.11177444929286472,zk_2d_o3
500.0,0.0007510666514631371,0.0001847241549723534,7.72645615006724e-05,0.00015626923308743087,0.0006359654902177026,real_tanh_autodiff,"Real AD (float32, tanh)",0.11138517146866055,0.09226877809400157,0.08147710199634126,0.08191296174570477,0.0958623303228588,zk_2d_o3
520.0,0.001544915640036865,0.0004200143760779065,0.00014403153004320562,0.000331461110450556,0.0012302786336467952,real_tanh_autodiff,"Real AD (float32, tanh)",0.1080018876968994,0.08148630060917846,0.07552859673196285,0.08083621982333558,0.08507753155961698,zk_2d_o3
540.0,0.0019452996315363722,0.0006636755146377421,8.028067331248228e-05,8.480449020970117e-05,0.0006987713534906304,real_tanh_autodiff,"Real AD (float32, tanh)",0.09846464578937521,0.08243908008027437,0.0754389893553872,0.08103705571023487,0.08734228813405515,zk_2d_o3
560.0,0.00409685096546651,0.0005818497061267804,9.059668762622844e-05,0.00016344416616257044,0.0018649874799626096,real_tanh_autodiff,"Real AD (float32, tanh)",0.09619843404224394,0.08126380132224353,0.06935819047069883,0.0794716482505384,0.0930263772705172,zk_2d_o3
580.0,0.0007884769720712672,0.00015674361026527455,9.790716526775201e-05,0.00014468877180647956,0.0001991116633680512,real_tanh_autodiff,"Real AD (float32, tanh)",0.09710003860586656,0.07362330010631085,0.06327402548942715,0.06552326874110864,0.07847150707385572,zk_2d_o3
600.0,0.001953274147328983,0.00011843754405003857,5.761164694697976e-05,8.805507003314057e-05,0.0007113191829970051,real_tanh_autodiff,"Real AD (float32, tanh)",0.08630936552463697,0.07023493404820483,0.06470407215754773,0.06941858131905401,0.07359157866126909,zk_2d_o3
620.0,0.006293050644062874,0.00022808228192083832,5.0362528657737625e-05,0.00012647610604380933,0.00047382730905516933,real_tanh_autodiff,"Real AD (float32, tanh)",0.1176114592552254,0.06933929358617963,0.05436566433678734,0.05986469600344523,0.07448832399498319,zk_2d_o3
