task_id,variant,time_s,median_l2,q25_l2,q75_l2,median_best_l2,q25_best_l2,q75_best_l2,n_seeds
poly_d2_o4,mscale,771.257458,6.3253301619e-01,6.2025079588e-01,6.4447260793e-01,6.3253301619e-01,6.2025079588e-01,6.4447260793e-01,5
poly_d2_o4,mscale,777.964045,6.3072820928e-01,6.1859773820e-01,6.4258314418e-01,6.3072820928e-01,6.1859773820e-01,6.4258314418e-01,5
poly_d2_o4,mscale,784.670631,6.2894000986e-01,6.1695382851e-01,6.4071207877e-01,6.2894000986e-01,6.1695382851e-01,6.4071207877e-01,5
poly_d2_o4,mscale,791.377218,6.2719020632e-01,6.1534662797e-01,6.3887725402e-01,6.2719020632e-01,6.1534662797e-01,6.3887725402e-01,5
poly_d2_o4,mscale,798.083804,6.2546635750e-01,6.1375615443e-01,6.3707322442e-01,6.2546635750e-01,6.1375615443e-01,6.3707322442e-01,5
poly_d2_o4,mscale,804.790391,6.2377111465e-01,6.1219450406e-01,6.3529490766e-01,6.2377111465e-01,6.1219450406e-01,6.3529490766e-01,5
poly_d2_o4,mscale,811.496978,6.2211132805e-01,6.1065739073e-01,6.3355672418e-01,6.2211132805e-01,6.1065739073e-01,6.3355672418e-01,5
poly_d2_o4,mscale,818.203564,6.2047007847e-01,6.0914095217e-01,6.3183401071e-01,6.2047007847e-01,6.0914095217e-01,6.3183401071e-01,5
poly_d2_o4,mscale,824.910151,6.1887346672e-01,6.0765680206e-01,6.3016086827e-01,6.1887346672e-01,6.0765680206e-01,6.3016086827e-01,5
poly_d2_o4,mscale,831.616737,6.1728535938e-01,6.0618526141e-01,6.2849304203e-01,6.1728535938e-01,6.0618526141e-01,6.2849304203e-01,5
poly_d2_o4,mscale,838.323324,6.1575014584e-01,6.0475414879e-01,6.2688424636e-01,6.1575014584e-01,6.0475414879e-01,6.2688424636e-01,5
poly_d2_o4,mscale,845.029911,6.1421875044e-01,6.0332736884e-01,6.2527956884e-01,6.1421875044e-01,6.0332736884e-01,6.2527956884e-01,5
poly_d2_o4,mscale,851.736497,6.1273994895e-01,6.0194862870e-01,6.2372538935e-01,6.1273994895e-01,6.0194862870e-01,6.2372538935e-01,5
poly_d2_o4,mscale,858.443084,6.1126969275e-01,6.0057303928e-01,6.2218391730e-01,6.1126969275e-01,6.0057303928e-01,6.2218391730e-01,5
poly_d2_o4,mscale,865.149670,6.0984228863e-01,5.9924273337e-01,6.2068234115e-01,6.0984228863e-01,5.9924273337e-01,6.2068234115e-01,5
poly_d2_o4,mscale,871.856257,6.0843262091e-01,5.9792302925e-01,6.1920269768e-01,6.0843262091e-01,5.9792302925e-01,6.1920269768e-01,5
poly_d2_o4,mscale,878.562844,6.0705514657e-01,5.9663345798e-01,6.1775224571e-01,6.0705514657e-01,5.9663345798e-01,6.1775224571e-01,5
poly_d2_o4,mscale,885.269430,6.0570397166e-01,5.9536040065e-01,6.1633224840e-01,6.0570397166e-01,5.9536040065e-01,6.1633224840e-01,5
poly_d2_o4,mscale,891.976017,6.0437518949e-01,5.9411185330e-01,6.1493151442e-01,6.0437518949e-01,5.9411185330e-01,6.1493151442e-01,5
poly_d2_o4,mscale,898.682603,6.0308117402e-01,5.9288861767e-01,6.1356934808e-01,6.0308117402e-01,5.9288861767e-01,6.1356934808e-01,5
poly_d2_o4,mscale,905.389190,6.0179995591e-01,5.9168172871e-01,6.1221729516e-01,6.0179995591e-01,5.9168172871e-01,6.1221729516e-01,5
poly_d2_o4,mscale,912.095777,6.0056126513e-01,5.9050735658e-01,6.1091263481e-01,6.0056126513e-01,5.9050735658e-01,6.1091263481e-01,5
poly_d2_o4,mscale,918.802363,5.9932630755e-01,5.8934134633e-01,6.0961075474e-01,5.9932630755e-01,5.8934134633e-01,6.0961075474e-01,5
poly_d2_o4,mscale,925.508950,5.9814149938e-01,5.8821463976e-01,6.0836024572e-01,5.9814149938e-01,5.8821463976e-01,6.0836024572e-01,5
poly_d2_o4,mscale,932.215536,5.9695903345e-01,5.8709008724e-01,6.0711410684e-01,5.9695903345e-01,5.8709008724e-01,6.0711410684e-01,5
poly_d2_o4,mscale,938.922123,5.9581915981e-01,5.8600830472e-01,6.0590895928e-01,5.9581915981e-01,5.8600830472e-01,6.0590895928e-01,5
poly_d2_o4,mscale,945.628709,5.9468869857e-01,5.8492997789e-01,6.0471637527e-01,5.9468869857e-01,5.8492997789e-01,6.0471637527e-01,5
poly_d2_o4,mscale,952.335296,5.9359087861e-01,5.8388595164e-01,6.0355530254e-01,5.9359087861e-01,5.8388595164e-01,6.0355530254e-01,5
poly_d2_o4,mscale,959.041883,5.9251006983e-01,5.8285234811e-01,6.0241452467e-01,5.9251006983e-01,5.8285234811e-01,6.0241452467e-01,5
poly_d2_o4,mscale,965.748469,5.9145279890e-01,5.8184480076e-01,6.0129603516e-01,5.9145279890e-01,5.8184480076e-01,6.0129603516e-01,5
poly_d2_o4,mscale,972.455056,5.9041954342e-01,5.8085411728e-01,6.0020483658e-01,5.9041954342e-01,5.8085411728e-01,6.0020483658e-01,5
poly_d2_o4,mscale,979.161642,5.8940143222e-01,5.7988180485e-01,5.9912746053e-01,5.8940143222e-01,5.7988180485e-01,5.9912746053e-01,5
poly_d2_o4,mscale,985.868229,5.8841383457e-01,5.7893228446e-01,5.9808398344e-01,5.8841383457e-01,5.7893228446e-01,5.9808398344e-01,5
poly_d2_o4,mscale,992.574816,5.8743345281e-01,5.7799389767e-01,5.9704628170e-01,5.8743345281e-01,5.7799389767e-01,5.9704628170e-01,5
poly_d2_o4,mscale,999.281402,5.8648898386e-01,5.7708348496e-01,5.9604778169e-01,5.8648898386e-01,5.7708348496e-01,5.9604778169e-01,5
poly_d2_o4,mscale,1005.987989,5.8554603342e-01,5.7617762924e-01,5.9505095156e-01,5.8554603342e-01,5.7617762924e-01,5.9505095156e-01,5
poly_d2_o4,mscale,1012.694575,5.8464042840e-01,5.7530441658e-01,5.9409158843e-01,5.8464042840e-01,5.7530441658e-01,5.9409158843e-01,5
poly_d2_o4,mscale,1019.401162,5.8373763232e-01,5.7443252731e-01,5.9313684544e-01,5.8373763232e-01,5.7443252731e-01,5.9313684544e-01,5
poly_d2_o4,mscale,1026.107749,5.8286376414e-01,5.7359082204e-01,5.9221072323e-01,5.8286376414e-01,5.7359082204e-01,5.9221072323e-01,5
poly_d2_o4,mscale,1032.814335,5.8199871374e-01,5.7275300582e-01,5.9129525081e-01,5.8199871374e-01,5.7275300582e-01,5.9129525081e-01,5
poly_d2_o4,mscale,1039.520922,5.8115470066e-01,5.7193826087e-01,5.9040054235e-01,5.8115470066e-01,5.7193826087e-01,5.9040054235e-01,5
poly_d2_o4,mscale,1046.227508,5.8032458697e-01,5.7113226892e-01,5.8952167255e-01,5.8032458697e-01,5.7113226892e-01,5.8952167255e-01,5
poly_d2_o4,mscale,1052.934095,5.7950857969e-01,5.7034291236e-01,5.8865629840e-01,5.7950857969e-01,5.7034291236e-01,5.8865629840e-01,5
poly_d2_o4,mscale,1059.640682,5.7871067590e-01,5.6956638519e-01,5.8781071858e-01,5.7871067590e-01,5.6956638519e-01,5.8781071858e-01,5
poly_d2_o4,mscale,1066.347268,5.7792065868e-01,5.6880064062e-01,5.8697249882e-01,5.7792065868e-01,5.6880064062e-01,5.8697249882e-01,5
poly_d2_o4,mscale,1073.053855,5.7715153897e-01,5.6805076303e-01,5.8615702910e-01,5.7715153897e-01,5.6805076303e-01,5.8615702910e-01,5
poly_d2_o4,mscale,1079.760441,5.7638528419e-01,5.6730673087e-01,5.8534383408e-01,5.7638528419e-01,5.6730673087e-01,5.8534383408e-01,5
poly_d2_o4,mscale,1086.467028,5.7564181425e-01,5.6658061967e-01,5.8455502387e-01,5.7564181425e-01,5.6658061967e-01,5.8455502387e-01,5
poly_d2_o4,mscale,1093.173615,5.7489930330e-01,5.6585634881e-01,5.8376727666e-01,5.7489930330e-01,5.6585634881e-01,5.8376727666e-01,5
poly_d2_o4,mscale,1099.880201,5.7417598790e-01,5.6515060595e-01,5.8299902523e-01,5.7417598790e-01,5.6515060595e-01,5.8299902523e-01,5
poly_d2_o4,mscale,1106.586788,5.7345558543e-01,5.6444574331e-01,5.8223448707e-01,5.7345558543e-01,5.6444574331e-01,5.8223448707e-01,5
poly_d2_o4,mscale,1113.293374,5.7274834133e-01,5.6375532857e-01,5.8148303160e-01,5.7274834133e-01,5.6375532857e-01,5.8148303160e-01,5
poly_d2_o4,mscale,1119.999961,5.7204662911e-01,5.6306767301e-01,5.8073779117e-01,5.7204662911e-01,5.6306767301e-01,5.8073779117e-01,5
poly_d2_o4,mscale,1126.706547,5.7135305532e-01,5.6238938410e-01,5.8000063819e-01,5.7135305532e-01,5.6238938410e-01,5.8000063819e-01,5
poly_d2_o4,mscale,1133.413134,5.7066632847e-01,5.6171550870e-01,5.7927093718e-01,5.7066632847e-01,5.6171550870e-01,5.7927093718e-01,5
poly_d2_o4,mscale,1140.119721,5.6998397181e-01,5.6104686900e-01,5.7854550977e-01,5.6998397181e-01,5.6104686900e-01,5.7854550977e-01,5
poly_d2_o4,mscale,1146.826307,5.6930843161e-01,5.6038295165e-01,5.7782728294e-01,5.6930843161e-01,5.6038295165e-01,5.7782728294e-01,5
poly_d2_o4,mscale,1153.532894,5.6863482134e-01,5.5972149257e-01,5.7711093013e-01,5.6863482134e-01,5.5972149257e-01,5.7711093013e-01,5
poly_d2_o4,mscale,1160.239480,5.6796667288e-01,5.5906382790e-01,5.7640015740e-01,5.6796667288e-01,5.5906382790e-01,5.7640015740e-01,5
poly_d2_o4,mscale,1166.946067,5.6729933955e-01,5.5840707429e-01,5.7569026006e-01,5.6729933955e-01,5.5840707429e-01,5.7569026006e-01,5
poly_d2_o4,mscale,1173.652654,5.6663442303e-01,5.5775170669e-01,5.7498252325e-01,5.6663442303e-01,5.5775170669e-01,5.7498252325e-01,5
poly_d2_o4,mscale,1180.359240,5.6597028585e-01,5.5709707310e-01,5.7427565899e-01,5.6597028585e-01,5.5709707310e-01,5.7427565899e-01,5
poly_d2_o4,mscale,1187.065827,5.6530476728e-01,5.5643989131e-01,5.7356693938e-01,5.6530476728e-01,5.5643989131e-01,5.7356693938e-01,5
poly_d2_o4,mscale,1193.772413,5.6463962460e-01,5.5578348477e-01,5.7285851000e-01,5.6463962460e-01,5.5578348477e-01,5.7285851000e-01,5
poly_d2_o4,mscale,1200.479000,5.6300390985e-01,5.5454734663e-01,5.6926497417e-01,5.6300390985e-01,5.5454734663e-01,5.6926497417e-01,5
chirp_a2,complex_sinh,0.000000,1.2259033451e+00,1.2131622252e+00,1.2399258692e+00,1.2259033451e+00,1.2131622252e+00,1.2399258692e+00,5
chirp_a2,complex_sinh,6.704201,1.1438583128e+00,1.1256518944e+00,1.1609817367e+00,1.1438583128e+00,1.1256518944e+00,1.1609817367e+00,5
chirp_a2,complex_sinh,13.408402,1.0185868526e+00,1.0069747694e+00,1.0615320937e+00,1.0185868526e+00,1.0069747694e+00,1.0615320937e+00,5
chirp_a2,complex_sinh,20.112603,9.3849377695e-01,9.3533463286e-01,1.0086450386e+00,9.3849377695e-01,9.3533463286e-01,1.0086450386e+00,5
chirp_a2,complex_sinh,26.816804,8.9495593623e-01,8.9489401489e-01,9.5822067578e-01,8.9495593623e-01,8.9489401489e-01,9.5822067578e-01,5
chirp_a2,complex_sinh,33.521006,8.6436167015e-01,8.5517039805e-01,9.2407584927e-01,8.6436167015e-01,8.5466820150e-01,9.2407584927e-01,5
chirp_a2,complex_sinh,40.225207,8.4414198529e-01,8.3332598324e-01,8.9848632078e-01,8.4414198529e-01,8.3332598324e-01,8.9750586345e-01,5
chirp_a2,complex_sinh,46.929408,8.2599965974e-01,7.8219363580e-01,8.4854104055e-01,8.2599965974e-01,7.8219363580e-01,8.4854104055e-01,5
chirp_a2,complex_sinh,53.633609,8.0632905110e-01,7.8646879722e-01,8.3110231513e-01,8.0258362030e-01,7.6298466882e-01,8.2908478288e-01,5
chirp_a2,complex_sinh,60.337810,7.7738446297e-01,7.2340566696e-01,7.7905499141e-01,7.7738446297e-01,7.2340566696e-01,7.7905499141e-01,5
chirp_a2,complex_sinh,67.042011,7.5551700732e-01,6.8909785722e-01,7.6399646221e-01,7.5151457154e-01,6.7734335617e-01,7.6399646221e-01,5
chirp_a2,complex_sinh,73.746212,7.3833792321e-01,6.7092323419e-01,7.6450449381e-01,7.2623663789e-01,6.7092323419e-01,7.3833792321e-01,5
chirp_a2,complex_sinh,80.450413,7.2216953849e-01,6.1614495463e-01,7.5046750535e-01,7.2009734958e-01,6.1614495463e-01,7.2216953849e-01,5
chirp_a2,complex_sinh,87.154615,6.7270469695e-01,6.4244703170e-01,7.0871288419e-01,6.7270469695e-01,6.1270057786e-01,7.0871288419e-01,5
chirp_a2,complex_sinh,93.858816,6.2502429168e-01,5.7958288849e-01,6.7639447291e-01,6.2502429168e-01,5.7958288849e-01,6.7639447291e-01,5
chirp_a2,complex_sinh,100.563017,6.4404289411e-01,5.7643082654e-01,6.8138846385e-01,6.2116900338e-01,5.3126899231e-01,6.7015053457e-01,5
chirp_a2,complex_sinh,107.267218,5.8908298966e-01,5.4386059379e-01,6.4414912854e-01,5.8908298966e-01,5.1896246765e-01,6.4414912854e-01,5
chirp_a2,complex_sinh,113.971419,6.0946514094e-01,5.4565629657e-01,6.1169980399e-01,5.5293988667e-01,4.8670823736e-01,6.0946514094e-01,5
chirp_a2,complex_sinh,120.675620,5.6413723957e-01,4.9457447972e-01,6.3066610896e-01,5.5293988667e-01,4.8007801707e-01,5.7986792183e-01,5
chirp_a2,complex_sinh,127.379821,5.1580858507e-01,4.7335772956e-01,5.9358375634e-01,5.1580858507e-01,4.4909272608e-01,5.7986792183e-01,5
chirp_a2,complex_sinh,134.084022,5.5401340600e-01,4.8745952950e-01,5.5619455495e-01,5.1023316870e-01,4.2751574692e-01,5.5619455495e-01,5
chirp_a2,complex_sinh,140.788223,4.9682263300e-01,4.5673913270e-01,5.3187779704e-01,4.9682263300e-01,4.2377980978e-01,5.2007629281e-01,5
chirp_a2,complex_sinh,147.492425,4.8362492951e-01,4.3207215394e-01,5.7414705063e-01,4.5940339606e-01,4.2371597046e-01,5.2007629281e-01,5
chirp_a2,complex_sinh,154.196626,4.6853218246e-01,3.8643216808e-01,5.3461180183e-01,4.5940339606e-01,3.8643216808e-01,5.2007629281e-01,5
chirp_a2,complex_sinh,160.900827,4.2779653406e-01,4.0973560195e-01,4.9857928071e-01,4.2505293854e-01,3.8243314641e-01,4.9857928071e-01,5
chirp_a2,complex_sinh,167.605028,4.4943219928e-01,3.6313912765e-01,5.2341302035e-01,4.2505293854e-01,3.6313912765e-01,4.8550942177e-01,5
chirp_a2,complex_sinh,174.309229,4.0184076855e-01,3.7158977389e-01,5.0283528837e-01,4.0184076855e-01,3.4898067187e-01,4.8550942177e-01,5
chirp_a2,complex_sinh,181.013430,3.9324752368e-01,3.5508378483e-01,4.8517681992e-01,3.6610403556e-01,3.3201918467e-01,4.6833457061e-01,5
chirp_a2,complex_sinh,187.717631,4.0426291599e-01,3.3539408027e-01,4.7548381576e-01,3.6610403556e-01,3.3118591904e-01,4.6822013133e-01,5
chirp_a2,complex_sinh,194.421832,3.7604319591e-01,3.6618815802e-01,4.3890109978e-01,3.6610403556e-01,3.1389902632e-01,4.3890109978e-01,5
chirp_a2,complex_sinh,201.126034,3.8253642794e-01,3.1559681159e-01,4.3506289752e-01,3.6610403556e-01,3.1389902632e-01,4.0885653313e-01,5
chirp_a2,complex_sinh,207.830235,3.6049144234e-01,3.3091519424e-01,4.2636008458e-01,3.6049144234e-01,2.9729397906e-01,4.0885653313e-01,5
chirp_a2,complex_sinh,214.534436,3.2065565797e-01,3.1979191733e-01,3.9156394026e-01,3.2065565797e-01,2.9360788799e-01,3.9098756135e-01,5
chirp_a2,complex_sinh,221.238637,3.5113597264e-01,2.8305131007e-01,4.1941907885e-01,3.1503563322e-01,2.8305131007e-01,3.9098756135e-01,5
chirp_a2,complex_sinh,227.942838,3.3656274506e-01,2.7395690080e-01,3.8157292786e-01,3.1094941318e-01,2.7334317900e-01,3.8157292786e-01,5
chirp_a2,complex_sinh,234.647039,3.1575515424e-01,2.8764164098e-01,3.8338835522e-01,3.1094941318e-01,2.6604152066e-01,3.6355999238e-01,5
chirp_a2,complex_sinh,241.351240,3.3465822003e-01,2.9593668440e-01,3.4500646640e-01,2.8752213771e-01,2.6554735196e-01,3.4500646640e-01,5
chirp_a2,complex_sinh,248.055441,2.9035445988e-01,2.5521633192e-01,3.8256628604e-01,2.8720255462e-01,2.5209034315e-01,3.3070711200e-01,5
chirp_a2,complex_sinh,254.759642,3.1550762197e-01,2.5401513154e-01,3.4155159834e-01,2.8279754518e-01,2.5209034315e-01,3.3070711200e-01,5
chirp_a2,complex_sinh,261.463844,2.7435340472e-01,2.7106519031e-01,3.5111098417e-01,2.7106519031e-01,2.4587984534e-01,3.2400781968e-01,5
chirp_a2,complex_sinh,268.168045,2.8412183043e-01,2.5422175026e-01,3.1864950341e-01,2.6637000146e-01,2.4587984534e-01,3.1854662077e-01,5
chirp_a2,complex_sinh,274.872246,3.0719340296e-01,2.4105016186e-01,3.2186604946e-01,2.6061954439e-01,2.3834016432e-01,3.0402312336e-01,5
chirp_a2,complex_sinh,281.576447,2.5780662466e-01,2.5427953374e-01,3.0340020741e-01,2.5727914008e-01,2.2006228885e-01,2.8759825226e-01,5
chirp_a2,complex_sinh,288.280648,2.6203691359e-01,2.1100200470e-01,3.0011497485e-01,2.4260923514e-01,2.1100200470e-01,2.8759825226e-01,5
chirp_a2,complex_sinh,294.984849,2.5217853506e-01,2.2182034156e-01,3.0971582191e-01,2.4260923514e-01,2.0793915128e-01,2.8221037748e-01,5
chirp_a2,complex_sinh,301.689050,2.4940175663e-01,2.1686944495e-01,2.9941044077e-01,2.3062400247e-01,2.0793915128e-01,2.8221037748e-01,5
chirp_a2,complex_sinh,308.393251,2.5335046098e-01,2.2139183453e-01,2.7538316514e-01,2.2327591599e-01,1.9785042103e-01,2.7538316514e-01,5
chirp_a2,complex_sinh,315.097453,2.1791994828e-01,2.1537614498e-01,2.7947375795e-01,2.1791994828e-01,1.9785042103e-01,2.5787215237e-01,5
chirp_a2,complex_sinh,321.801654,2.1244093269e-01,2.0080415836e-01,2.6972371567e-01,2.0788898765e-01,1.9730299724e-01,2.5787215237e-01,5
chirp_a2,complex_sinh,328.505855,2.4162559666e-01,2.0034696543e-01,2.5995454190e-01,1.9929942924e-01,1.8928319326e-01,2.5710815241e-01,5
chirp_a2,complex_sinh,335.210056,1.9607798792e-01,1.9433855407e-01,2.2951278007e-01,1.9578862252e-01,1.8928313340e-01,2.2951278007e-01,5
chirp_a2,complex_sinh,341.914257,2.0538050466e-01,1.9228465219e-01,2.3586701523e-01,1.9550368244e-01,1.7684906891e-01,2.2852806808e-01,5
chirp_a2,complex_sinh,348.618458,2.1853510081e-01,1.9439243485e-01,2.3575243514e-01,1.9291526241e-01,1.7050265558e-01,2.2852806808e-01,5
chirp_a2,complex_sinh,355.322659,1.9354082307e-01,1.8481692947e-01,2.4755858881e-01,1.8745502384e-01,1.7050265558e-01,2.1396575315e-01,5
chirp_a2,complex_sinh,362.026860,2.0173715521e-01,1.7589624336e-01,2.2680111991e-01,1.7309134598e-01,1.6470616502e-01,2.1396575315e-01,5
chirp_a2,complex_sinh,368.731061,1.7083821289e-01,1.6997993033e-01,2.1647630182e-01,1.6997993033e-01,1.6470616502e-01,2.1396575315e-01,5
chirp_a2,complex_sinh,375.435263,1.6716035268e-01,1.6470919001e-01,2.2226188219e-01,1.6451920617e-01,1.6138743690e-01,2.1016878255e-01,5
chirp_a2,complex_sinh,382.139464,1.6814847621e-01,1.6119177240e-01,2.1334801725e-01,1.6024185703e-01,1.5938928014e-01,2.0121761072e-01,5
chirp_a2,complex_sinh,388.843665,1.6299723270e-01,1.5991092972e-01,2.0705346448e-01,1.5938928014e-01,1.4321842996e-01,1.9521421035e-01,5
chirp_a2,complex_sinh,395.547866,1.5813191325e-01,1.5482742630e-01,1.9336231636e-01,1.5710205124e-01,1.4321842996e-01,1.8944816606e-01,5
chirp_a2,complex_sinh,402.252067,1.5567082366e-01,1.4744750842e-01,1.9654148871e-01,1.5063887582e-01,1.4321842996e-01,1.8897197780e-01,5
chirp_a2,complex_sinh,408.956268,1.4926644138e-01,1.4646455314e-01,1.8024572170e-01,1.4646455314e-01,1.4321842996e-01,1.7755129590e-01,5
chirp_a2,complex_sinh,415.660469,1.4390652183e-01,1.4105275292e-01,1.7619216596e-01,1.4169653543e-01,1.3284970113e-01,1.7613838460e-01,5
chirp_a2,complex_sinh,422.364670,1.5469770013e-01,1.4102025876e-01,1.7946111401e-01,1.4008076963e-01,1.3284970113e-01,1.6618860898e-01,5
chirp_a2,complex_sinh,429.068872,1.3892733605e-01,1.3360188369e-01,1.8169290717e-01,1.3402009612e-01,1.2935266826e-01,1.6618860898e-01,5
chirp_a2,complex_sinh,435.773073,1.4191869336e-01,1.3091896221e-01,1.6253087733e-01,1.3298914241e-01,1.2453340935e-01,1.6253087733e-01,5
chirp_a2,complex_sinh,442.477274,1.5922068549e-01,1.2108963560e-01,1.5949275659e-01,1.2647076863e-01,1.2108963560e-01,1.4904996082e-01,5
chirp_a2,complex_sinh,449.181475,1.2988662778e-01,1.2565490102e-01,1.5557133423e-01,1.2511964901e-01,1.1719011912e-01,1.4904996082e-01,5
chirp_a2,complex_sinh,455.885676,1.2980892147e-01,1.2532597073e-01,1.5337044332e-01,1.2038029034e-01,1.1719011912e-01,1.4904996082e-01,5
chirp_a2,complex_sinh,462.589877,1.2353490103e-01,1.1992837703e-01,1.4497177854e-01,1.1903305363e-01,1.1072642323e-01,1.3948721046e-01,5
chirp_a2,complex_sinh,469.294078,1.2726656166e-01,1.2331777325e-01,1.4222332762e-01,1.1210367866e-01,1.0792713799e-01,1.3948721046e-01,5
chirp_a2,complex_sinh,475.998279,1.2850515618e-01,1.1296862765e-01,1.3775179260e-01,1.0905381714e-01,1.0188693650e-01,1.3637896290e-01,5
chirp_a2,complex_sinh,482.702480,1.0686821104e-01,1.0623898123e-01,1.3691552938e-01,1.0658697987e-01,1.0188693650e-01,1.3559099631e-01,5
chirp_a2,complex_sinh,489.406682,1.0681975950e-01,1.0268493261e-01,1.2953243311e-01,1.0188693650e-01,1.0064492674e-01,1.2843948393e-01,5
chirp_a2,complex_sinh,496.110883,1.0291984725e-01,1.0266088198e-01,1.2187952322e-01,9.8537371135e-02,9.5010253164e-02,1.2187952322e-01,5
chirp_a2,complex_sinh,502.815084,9.7620704835e-02,9.4534659418e-02,1.1635645257e-01,9.5435499223e-02,9.4013685869e-02,1.1635645257e-01,5
chirp_a2,complex_sinh,509.519285,9.8194578463e-02,9.4027091308e-02,1.1790573737e-01,9.5435499223e-02,9.3374692994e-02,1.1426906457e-01,5
chirp_a2,complex_sinh,516.223486,9.2585120957e-02,8.9916637837e-02,1.1369791379e-01,9.0143669376e-02,8.8866466664e-02,1.1235228421e-01,5
chirp_a2,complex_sinh,522.927687,9.6728347584e-02,8.7292091468e-02,1.0817737407e-01,8.8866466664e-02,8.5902193685e-02,1.0817737407e-01,5
chirp_a2,complex_sinh,529.631888,9.6005841152e-02,9.1237195038e-02,1.0505583341e-01,8.5899776031e-02,8.3947059646e-02,1.0505583341e-01,5
chirp_a2,complex_sinh,536.336089,8.8118170545e-02,8.7813923226e-02,1.0704178885e-01,8.3973268669e-02,8.3882816074e-02,1.0367605786e-01,5
chirp_a2,complex_sinh,543.040291,8.6055150923e-02,8.2083962621e-02,1.0581369837e-01,8.1655717845e-02,8.0936340230e-02,9.9791380192e-02,5
chirp_a2,complex_sinh,549.744492,8.2344701614e-02,8.0090163563e-02,9.6857485597e-02,8.0090163563e-02,7.6943341411e-02,9.6810525063e-02,5
chirp_a2,complex_sinh,556.448693,8.3038395093e-02,8.1988029349e-02,9.9709219261e-02,7.6880100095e-02,7.1975629040e-02,9.6032223542e-02,5
chirp_a2,complex_sinh,563.152894,7.9875826228e-02,7.9406435053e-02,9.5569971726e-02,7.3687200883e-02,7.1975629040e-02,9.0490061077e-02,5
chirp_a2,complex_sinh,569.857095,8.4843622504e-02,8.4681871252e-02,8.7942433366e-02,7.2559264036e-02,7.1821379947e-02,8.7655356381e-02,5
chirp_a2,complex_sinh,576.561296,7.5561062059e-02,7.0966489812e-02,8.8464774456e-02,7.0727010672e-02,6.8946358507e-02,8.6769576744e-02,5
chirp_a2,complex_sinh,583.265497,7.6961725359e-02,7.1833020503e-02,8.3471720843e-02,6.8946358507e-02,6.7994889756e-02,7.9062493120e-02,5
chirp_a2,complex_sinh,589.969698,6.9772473256e-02,6.8348539089e-02,7.9365827363e-02,6.6092985293e-02,6.4047971991e-02,7.9062493120e-02,5
chirp_a2,complex_sinh,596.673899,7.0002882681e-02,6.9954779616e-02,8.0111687479e-02,6.5109369211e-02,6.4047971991e-02,7.6280063459e-02,5
chirp_a2,complex_sinh,603.378101,6.9665605127e-02,6.9115924400e-02,7.8475469501e-02,6.1269468009e-02,5.6896976552e-02,7.6280063459e-02,5
chirp_a2,complex_sinh,610.082302,6.6850882464e-02,6.1715287924e-02,7.4945485088e-02,5.9393028361e-02,5.6896976552e-02,7.3285512316e-02,5
chirp_a2,complex_sinh,616.786503,5.6225574227e-02,5.6202158947e-02,7.3852176859e-02,5.6185655866e-02,5.5859889472e-02,7.1463004133e-02,5
chirp_a2,complex_sinh,623.490704,5.5028508532e-02,5.2721351532e-02,6.8359323864e-02,5.4588276806e-02,5.2721351532e-02,6.4089125597e-02,5
chirp_a2,complex_sinh,630.194905,5.3326874870e-02,5.2526785989e-02,6.8492485273e-02,5.1734370807e-02,5.1121970267e-02,6.4089125597e-02,5
chirp_a2,complex_sinh,636.899106,5.4309674320e-02,5.2413719834e-02,7.2374465779e-02,5.0196962206e-02,4.9972516474e-02,6.4089125597e-02,5
chirp_a2,complex_sinh,643.603307,5.2981796795e-02,5.0866168146e-02,5.8418414957e-02,5.0196962206e-02,4.9720017275e-02,5.8418414957e-02,5
