task_id,variant,time_s,median_l2,q25_l2,q75_l2,median_best_l2,q25_best_l2,q75_best_l2,n_seeds
maxwell_a4,fourier,154.214872,1.1347175756e+00,1.0792920563e+00,1.1378347794e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,160.919866,1.1343680963e+00,1.0781915249e+00,1.1372491897e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,167.624860,1.1340494013e+00,1.0771344795e+00,1.1366988661e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,174.329855,1.1337606554e+00,1.0761208615e+00,1.1361839752e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,181.034849,1.1334985662e+00,1.0751529621e+00,1.1357000213e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,187.739844,1.1332603260e+00,1.0742268487e+00,1.1352438077e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,194.444838,1.1330445416e+00,1.0733382780e+00,1.1348135171e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,201.149832,1.1328504125e+00,1.0724845341e+00,1.1344074652e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,207.854827,1.1326768286e+00,1.0716645773e+00,1.1340239553e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,214.559821,1.1325231829e+00,1.0708790234e+00,1.1336623012e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,221.264816,1.1323891396e+00,1.0701283277e+00,1.1333220571e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,227.969810,1.1322715512e+00,1.0694098006e+00,1.1329998863e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,234.674804,1.1321689398e+00,1.0687213133e+00,1.1326948957e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,241.379799,1.1320799149e+00,1.0680619892e+00,1.1324064638e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,248.084793,1.1320030077e+00,1.0674300668e+00,1.1321340711e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,254.789788,1.1318774156e+00,1.0668245838e+00,1.1319369197e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,261.494782,1.1316370179e+00,1.0662471406e+00,1.1318812022e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,268.199777,1.1314105287e+00,1.0656962290e+00,1.1318339378e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,274.904771,1.1311966924e+00,1.0651708145e+00,1.1317939143e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,281.609765,1.1309947667e+00,1.0646703644e+00,1.1317602444e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,288.314760,1.1308038723e+00,1.0641942522e+00,1.1317321453e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,295.019754,1.1306232902e+00,1.0637417469e+00,1.1317089346e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,301.724749,1.1304527752e+00,1.0633135008e+00,1.1316902092e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,308.429743,1.1302918447e+00,1.0629096407e+00,1.1316754226e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,315.134737,1.1301392692e+00,1.0625276361e+00,1.1316638651e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,321.839732,1.1299945182e+00,1.0621660695e+00,1.1316551431e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,328.544726,1.1298571136e+00,1.0618238286e+00,1.1316489156e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,335.249721,1.1297265818e+00,1.0614997285e+00,1.1316448767e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,341.954715,1.1296024976e+00,1.0611925445e+00,1.1316427568e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,348.659709,1.1294851412e+00,1.0609028227e+00,1.1316424866e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,355.364704,1.1293734153e+00,1.0606279937e+00,1.1316458433e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,362.069698,1.1292669276e+00,1.0603670397e+00,1.1319909081e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,368.774693,1.1291654022e+00,1.0601192374e+00,1.1317671781e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,375.479687,1.1290685576e+00,1.0598839062e+00,1.1312915246e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,382.184682,1.1289761293e+00,1.0596600656e+00,1.1312356625e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,388.889676,1.1288881213e+00,1.0594478349e+00,1.1312428218e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,395.594670,1.1288042102e+00,1.0592464030e+00,1.1312500359e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,402.299665,1.1287239529e+00,1.0590545511e+00,1.1312659420e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,409.004659,1.1286471299e+00,1.0588717598e+00,1.1312799273e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,415.709654,1.1285735758e+00,1.0586974958e+00,1.1312920158e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,422.414648,1.1285031405e+00,1.0585313034e+00,1.1313036101e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,429.119642,1.1284357161e+00,1.0583728318e+00,1.1313146908e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,435.824637,1.1283713148e+00,1.0582222631e+00,1.1313254657e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,442.529631,1.1283095444e+00,1.0580783365e+00,1.1313360400e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,449.234626,1.1282502620e+00,1.0579407125e+00,1.1313464683e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,455.939620,1.1281933697e+00,1.0578090508e+00,1.1313567771e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,462.644615,1.1281387400e+00,1.0576830474e+00,1.1313669748e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,469.349609,1.1280862552e+00,1.0575623399e+00,1.1313770701e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,476.054603,1.1280359894e+00,1.0574470839e+00,1.1313870539e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,482.759598,1.1279877089e+00,1.0573367269e+00,1.1313969379e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,489.464592,1.1279412596e+00,1.0572308523e+00,1.1314067263e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,496.169587,1.1278965485e+00,1.0571292262e+00,1.1314164151e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,502.874581,1.1278535069e+00,1.0570315550e+00,1.1314260038e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,509.579575,1.1278120480e+00,1.0569376929e+00,1.1314354924e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,516.284570,1.1277721773e+00,1.0568476023e+00,1.1314448733e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,522.989564,1.1277338208e+00,1.0567611917e+00,1.1314541507e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,529.694559,1.1276968218e+00,1.0566780124e+00,1.1314633228e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,536.399553,1.1276611010e+00,1.0565979241e+00,1.1314723922e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,543.104547,1.1276266090e+00,1.0565207528e+00,1.1314813610e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,549.809542,1.1275932899e+00,1.0564464272e+00,1.1314902276e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,556.514536,1.1275611027e+00,1.0563747227e+00,1.1314989931e+00,1.0683608650e+00,1.0563473524e+00,1.0859678811e+00,5
maxwell_a4,fourier,563.219531,1.1275300965e+00,1.0563058227e+00,1.1315076459e+00,1.0683608650e+00,1.0563058227e+00,1.0859678811e+00,5
maxwell_a4,fourier,569.924525,1.1275001060e+00,1.0562393542e+00,1.1315161946e+00,1.0683608650e+00,1.0562393542e+00,1.0859678811e+00,5
maxwell_a4,fourier,576.629520,1.1274710819e+00,1.0561751920e+00,1.1315246409e+00,1.0683608650e+00,1.0561751920e+00,1.0859678811e+00,5
maxwell_a4,fourier,583.334514,1.1274429482e+00,1.0561132204e+00,1.1315329848e+00,1.0683608650e+00,1.0561132204e+00,1.0859678811e+00,5
maxwell_a4,fourier,590.039508,1.1274156727e+00,1.0560533666e+00,1.1315412270e+00,1.0683608650e+00,1.0560533666e+00,1.0859678811e+00,5
maxwell_a4,fourier,596.744503,1.1273892399e+00,1.0559955307e+00,1.1315493652e+00,1.0683608650e+00,1.0559955307e+00,1.0859678811e+00,5
maxwell_a4,fourier,603.449497,1.1273636580e+00,1.0559397999e+00,1.1315574004e+00,1.0683608650e+00,1.0559397999e+00,1.0859678811e+00,5
maxwell_a4,fourier,610.154492,1.1273388770e+00,1.0558860035e+00,1.1315653281e+00,1.0683608650e+00,1.0558860035e+00,1.0859678811e+00,5
maxwell_a4,fourier,616.859486,1.1273148240e+00,1.0558339306e+00,1.1315731566e+00,1.0683608650e+00,1.0558339306e+00,1.0859678811e+00,5
maxwell_a4,fourier,623.564480,1.1272914835e+00,1.0557835573e+00,1.1315808874e+00,1.0683608650e+00,1.0557835573e+00,1.0859678811e+00,5
maxwell_a4,fourier,630.269475,1.1272688387e+00,1.0557348106e+00,1.1315885209e+00,1.0683608650e+00,1.0557348106e+00,1.0859678811e+00,5
maxwell_a4,fourier,636.974469,1.1272468490e+00,1.0556876207e+00,1.1315960566e+00,1.0683608650e+00,1.0556876207e+00,1.0859678811e+00,5
maxwell_a4,fourier,643.679464,1.1272255025e+00,1.0556419469e+00,1.1316034927e+00,1.0683608650e+00,1.0556419469e+00,1.0859678811e+00,5
maxwell_a4,fourier,650.384458,1.1272048445e+00,1.0555978609e+00,1.1316108205e+00,1.0683608650e+00,1.0555978609e+00,1.0859678811e+00,5
maxwell_a4,fourier,657.089453,1.1271847901e+00,1.0555551601e+00,1.1316180470e+00,1.0683608650e+00,1.0555551601e+00,1.0859678811e+00,5
maxwell_a4,fourier,663.794447,1.1271653181e+00,1.0555137986e+00,1.1316251812e+00,1.0683608650e+00,1.0555137986e+00,1.0859678811e+00,5
maxwell_a4,fourier,670.499441,1.1271464082e+00,1.0554737074e+00,1.1316322201e+00,1.0683608650e+00,1.0554737074e+00,1.0859678811e+00,5
maxwell_a4,fourier,677.204436,1.1271280541e+00,1.0554348338e+00,1.1316391632e+00,1.0683608650e+00,1.0554348338e+00,1.0859678811e+00,5
maxwell_a4,fourier,683.909430,1.1271102426e+00,1.0553971540e+00,1.1316460116e+00,1.0683608650e+00,1.0553971540e+00,1.0859678811e+00,5
maxwell_a4,fourier,690.614425,1.1270929977e+00,1.0553607101e+00,1.1316527598e+00,1.0683608650e+00,1.0553607101e+00,1.0859678811e+00,5
maxwell_a4,fourier,697.319419,1.1270762646e+00,1.0553254010e+00,1.1316594108e+00,1.0683608650e+00,1.0553254010e+00,1.0859678811e+00,5
maxwell_a4,fourier,704.024413,1.1270600303e+00,1.0552911449e+00,1.1316659664e+00,1.0683608650e+00,1.0552911449e+00,1.0859678811e+00,5
maxwell_a4,fourier,710.729408,1.1270442737e+00,1.0552579037e+00,1.1316724279e+00,1.0683608650e+00,1.0552579037e+00,1.0859678811e+00,5
maxwell_a4,fourier,717.434402,1.1270289795e+00,1.0552256491e+00,1.1316787987e+00,1.0683608650e+00,1.0552256491e+00,1.0859678811e+00,5
maxwell_a4,fourier,724.139397,1.1270141397e+00,1.0551943582e+00,1.1316850763e+00,1.0683608650e+00,1.0551943582e+00,1.0859678811e+00,5
maxwell_a4,fourier,730.844391,1.1269997403e+00,1.0551640178e+00,1.1316912601e+00,1.0683608650e+00,1.0551640178e+00,1.0859678811e+00,5
maxwell_a4,fourier,737.549385,1.1269858099e+00,1.0551346233e+00,1.1316973474e+00,1.0683608650e+00,1.0551346233e+00,1.0859678811e+00,5
maxwell_a4,fourier,744.254380,1.1269722902e+00,1.0551061062e+00,1.1317033442e+00,1.0683608650e+00,1.0551061062e+00,1.0859678811e+00,5
maxwell_a4,fourier,750.959374,1.1269591708e+00,1.0550783943e+00,1.1317092511e+00,1.0683608650e+00,1.0550783943e+00,1.0859678811e+00,5
maxwell_a4,fourier,757.664369,1.1269464324e+00,1.0550514554e+00,1.1317150653e+00,1.0683608650e+00,1.0550514554e+00,1.0859678811e+00,5
maxwell_a4,fourier,764.369363,1.1269340597e+00,1.0550252860e+00,1.1317207875e+00,1.0683608650e+00,1.0550252860e+00,1.0859678811e+00,5
maxwell_a4,fourier,771.074358,1.1269220469e+00,1.0549998648e+00,1.1317264190e+00,1.0683608650e+00,1.0549998648e+00,1.0859678811e+00,5
maxwell_a4,fourier,777.779352,1.1269104131e+00,1.0549752381e+00,1.1317319562e+00,1.0683608650e+00,1.0549752381e+00,1.0859678811e+00,5
maxwell_a4,fourier,784.484346,1.1268991353e+00,1.0549513176e+00,1.1317374072e+00,1.0683608650e+00,1.0549513176e+00,1.0859678811e+00,5
maxwell_a4,fourier,791.189341,1.1268881815e+00,1.0549280615e+00,1.1317427719e+00,1.0683608650e+00,1.0549280615e+00,1.0859678811e+00,5
maxwell_a4,fourier,797.894335,1.1268775522e+00,1.0549054467e+00,1.1317480504e+00,1.0683608650e+00,1.0549054467e+00,1.0859678811e+00,5
maxwell_a4,fourier,804.599330,1.1268672386e+00,1.0548834638e+00,1.1317532440e+00,1.0683608650e+00,1.0548834638e+00,1.0859678811e+00,5
maxwell_a4,fourier,811.304324,1.1268572237e+00,1.0548620896e+00,1.1317583557e+00,1.0683608650e+00,1.0548620896e+00,1.0859678811e+00,5
maxwell_a4,fourier,818.009318,1.1268475195e+00,1.0548413365e+00,1.1317633777e+00,1.0683608650e+00,1.0548413365e+00,1.0859678811e+00,5
maxwell_a4,fourier,824.714313,1.1268381181e+00,1.0548211810e+00,1.1317683106e+00,1.0683608650e+00,1.0548211810e+00,1.0859678811e+00,5
maxwell_a4,fourier,831.419307,1.1268289895e+00,1.0548015809e+00,1.1317731613e+00,1.0683608650e+00,1.0548015809e+00,1.0859678811e+00,5
maxwell_a4,fourier,838.124302,1.1268201272e+00,1.0547825168e+00,1.1317779330e+00,1.0683608650e+00,1.0547825168e+00,1.0859678811e+00,5
maxwell_a4,fourier,844.829296,1.1268115205e+00,1.0547639688e+00,1.1317826278e+00,1.0683608650e+00,1.0547639688e+00,1.0859678811e+00,5
maxwell_a4,fourier,851.534291,1.1268031623e+00,1.0547459218e+00,1.1317872449e+00,1.0683608650e+00,1.0547459218e+00,1.0859678811e+00,5
maxwell_a4,fourier,858.239285,1.1267950460e+00,1.0547283635e+00,1.1317917838e+00,1.0683608650e+00,1.0547283635e+00,1.0859678811e+00,5
maxwell_a4,fourier,864.944279,1.1267871854e+00,1.0547113235e+00,1.1317962352e+00,1.0683608650e+00,1.0547113235e+00,1.0859678811e+00,5
maxwell_a4,fourier,871.649274,1.1267795458e+00,1.0546947410e+00,1.1318006097e+00,1.0683608650e+00,1.0546947410e+00,1.0859678811e+00,5
maxwell_a4,fourier,878.354268,1.1267721264e+00,1.0546785926e+00,1.1318049082e+00,1.0683608650e+00,1.0546785926e+00,1.0859678811e+00,5
maxwell_a4,fourier,885.059263,1.1267649177e+00,1.0546628731e+00,1.1318091297e+00,1.0683608650e+00,1.0546628731e+00,1.0859678811e+00,5
maxwell_a4,fourier,891.764257,1.1267579141e+00,1.0546475736e+00,1.1318132778e+00,1.0683608650e+00,1.0546475736e+00,1.0859678811e+00,5
maxwell_a4,fourier,898.469251,1.1267511100e+00,1.0546326855e+00,1.1318173533e+00,1.0683608650e+00,1.0546326855e+00,1.0859678811e+00,5
maxwell_a4,fourier,905.174246,1.1267445090e+00,1.0546182092e+00,1.1318213518e+00,1.0683608650e+00,1.0546182092e+00,1.0859678811e+00,5
maxwell_a4,fourier,911.879240,1.1267381068e+00,1.0546041179e+00,1.1318252761e+00,1.0683608650e+00,1.0546041179e+00,1.0859678811e+00,5
maxwell_a4,fourier,918.584235,1.1267318870e+00,1.0545903965e+00,1.1318291306e+00,1.0683608650e+00,1.0545903965e+00,1.0859678811e+00,5
maxwell_a4,fourier,925.289229,1.1267258431e+00,1.0545770261e+00,1.1318329164e+00,1.0683608650e+00,1.0545770261e+00,1.0859678811e+00,5
maxwell_a4,fourier,931.994223,1.1267199649e+00,1.0545639974e+00,1.1318366336e+00,1.0683608650e+00,1.0545639974e+00,1.0859678811e+00,5
maxwell_a4,fourier,938.699218,1.1267142491e+00,1.0545513016e+00,1.1318402844e+00,1.0683608650e+00,1.0545513016e+00,1.0859678811e+00,5
maxwell_a4,fourier,945.404212,1.1267086930e+00,1.0545389439e+00,1.1318438675e+00,1.0683608650e+00,1.0545389439e+00,1.0859678811e+00,5
maxwell_a4,fourier,952.109207,1.1267033088e+00,1.0545269323e+00,1.1318473814e+00,1.0683608650e+00,1.0545269323e+00,1.0859678811e+00,5
maxwell_a4,fourier,958.814201,1.1266980706e+00,1.0545152259e+00,1.1318508315e+00,1.0683608650e+00,1.0545152259e+00,1.0859678811e+00,5
maxwell_a4,fourier,965.519196,1.1266929755e+00,1.0545037902e+00,1.1318542209e+00,1.0683608650e+00,1.0545037902e+00,1.0859678811e+00,5
maxwell_a4,fourier,972.224190,1.1266880176e+00,1.0544926320e+00,1.1318575497e+00,1.0683608650e+00,1.0544926320e+00,1.0859678811e+00,5
maxwell_a4,fourier,978.929184,1.1266831933e+00,1.0544817479e+00,1.1318608176e+00,1.0683608650e+00,1.0544817479e+00,1.0859678811e+00,5
maxwell_a4,fourier,985.634179,1.1266784986e+00,1.0544711271e+00,1.1318640261e+00,1.0683608650e+00,1.0544711271e+00,1.0859678811e+00,5
maxwell_a4,fourier,992.339173,1.1266739376e+00,1.0544607826e+00,1.1318671734e+00,1.0683608650e+00,1.0544607826e+00,1.0859678811e+00,5
maxwell_a4,fourier,999.044168,1.1266694981e+00,1.0544506855e+00,1.1318702635e+00,1.0683608650e+00,1.0544506855e+00,1.0859678811e+00,5
maxwell_a4,fourier,1005.749162,1.1266651730e+00,1.0544408229e+00,1.1318732994e+00,1.0683608650e+00,1.0544408229e+00,1.0859678811e+00,5
maxwell_a4,fourier,1012.454156,1.1266609578e+00,1.0544311864e+00,1.1318762886e+00,1.0683608650e+00,1.0544311864e+00,1.0859678811e+00,5
maxwell_a4,fourier,1019.159151,1.1266568479e+00,1.0544217649e+00,1.1318792294e+00,1.0683608650e+00,1.0544217649e+00,1.0859678811e+00,5
maxwell_a4,fourier,1025.864145,1.1266528395e+00,1.0544125515e+00,1.1318821216e+00,1.0683608650e+00,1.0544125515e+00,1.0859678811e+00,5
maxwell_a4,fourier,1032.569140,1.1266489319e+00,1.0544035459e+00,1.1318849659e+00,1.0683608650e+00,1.0544035459e+00,1.0859678811e+00,5
maxwell_a4,fourier,1039.274134,1.1266451255e+00,1.0543947452e+00,1.1318877618e+00,1.0683608650e+00,1.0543947452e+00,1.0859678811e+00,5
maxwell_a4,fourier,1045.979128,1.1266414078e+00,1.0543861277e+00,1.1318905147e+00,1.0683608650e+00,1.0543861277e+00,1.0859678811e+00,5
maxwell_a4,fourier,1052.684123,1.1266377746e+00,1.0543776813e+00,1.1318932267e+00,1.0683608650e+00,1.0543776813e+00,1.0859678811e+00,5
maxwell_a4,fourier,1059.389117,1.1266342211e+00,1.0543694066e+00,1.1318958989e+00,1.0683608650e+00,1.0543694066e+00,1.0859678811e+00,5
maxwell_a4,fourier,1066.094112,1.1266307452e+00,1.0543612926e+00,1.1318985347e+00,1.0683608650e+00,1.0543612926e+00,1.0859678811e+00,5
maxwell_a4,fourier,1072.799106,1.1266273426e+00,1.0543533326e+00,1.1319011350e+00,1.0683608650e+00,1.0543533326e+00,1.0859678811e+00,5
maxwell_a4,fourier,1079.504101,1.1266240145e+00,1.0543455241e+00,1.1319036994e+00,1.0683608650e+00,1.0543455241e+00,1.0859678811e+00,5
maxwell_a4,fourier,1086.209095,1.1266207535e+00,1.0543378457e+00,1.1319062332e+00,1.0683608650e+00,1.0543378457e+00,1.0859678811e+00,5
maxwell_a4,fourier,1092.914089,1.1266175546e+00,1.0543302946e+00,1.1319087376e+00,1.0683608650e+00,1.0543302946e+00,1.0859678811e+00,5
maxwell_a4,fourier,1099.619084,1.1266144130e+00,1.0543228587e+00,1.1319112152e+00,1.0683608650e+00,1.0543228587e+00,1.0859678811e+00,5
maxwell_a4,fourier,1106.324078,1.1266113245e+00,1.0543155272e+00,1.1319136699e+00,1.0683608650e+00,1.0543155272e+00,1.0859678811e+00,5
maxwell_a4,fourier,1113.029073,1.1266082863e+00,1.0543082938e+00,1.1319161024e+00,1.0683608650e+00,1.0543082938e+00,1.0859678811e+00,5
maxwell_a4,fourier,1119.734067,1.1266052970e+00,1.0543011585e+00,1.1319185139e+00,1.0683608650e+00,1.0543011585e+00,1.0859678811e+00,5
maxwell_a4,fourier,1126.439061,1.1266023527e+00,1.0542941026e+00,1.1319209084e+00,1.0683608650e+00,1.0542941026e+00,1.0859678811e+00,5
maxwell_a4,fourier,1133.144056,1.1265994468e+00,1.0542871172e+00,1.1319232866e+00,1.0683608650e+00,1.0542871172e+00,1.0859678811e+00,5
maxwell_a4,fourier,1139.849050,1.1265965759e+00,1.0542801966e+00,1.1319256535e+00,1.0683608650e+00,1.0542801966e+00,1.0859678811e+00,5
maxwell_a4,fourier,1146.554045,1.1265937363e+00,1.0542733310e+00,1.1319280120e+00,1.0683608650e+00,1.0542733310e+00,1.0859678811e+00,5
maxwell_a4,fourier,1153.259039,1.1265909289e+00,1.0542665138e+00,1.1319303645e+00,1.0683608650e+00,1.0542665138e+00,1.0859678811e+00,5
maxwell_a4,fourier,1159.964034,1.1265881431e+00,1.0542597397e+00,1.1319327139e+00,1.0683608650e+00,1.0542597397e+00,1.0859678811e+00,5
maxwell_a4,fourier,1166.669028,1.1265853801e+00,1.0542529997e+00,1.1319350629e+00,1.0683608650e+00,1.0542529997e+00,1.0859678811e+00,5
maxwell_a4,fourier,1173.374022,1.1265826342e+00,1.0542462761e+00,1.1319374143e+00,1.0683608650e+00,1.0542462761e+00,1.0859678811e+00,5
maxwell_a4,fourier,1180.079017,1.1265799016e+00,1.0542395680e+00,1.1319397712e+00,1.0683608650e+00,1.0542395680e+00,1.0859678811e+00,5
maxwell_a4,fourier,1186.784011,1.1265771791e+00,1.0542328647e+00,1.1319421385e+00,1.0683608650e+00,1.0542328647e+00,1.0859678811e+00,5
maxwell_a4,fourier,1193.489006,1.1265744638e+00,1.0542261562e+00,1.1319445179e+00,1.0683608650e+00,1.0542261562e+00,1.0859678811e+00,5
maxwell_a4,fourier,1200.194000,1.1230802140e+00,1.0433418596e+00,1.1264832878e+00,1.0683608650e+00,1.0433418596e+00,1.0859678811e+00,5
maxwell_a4,mscale,0.000000,1.2090926416e+00,1.1526389093e+00,1.2133109114e+00,1.2090926416e+00,1.1526389093e+00,1.2133109114e+00,5
maxwell_a4,mscale,6.704754,1.2090926416e+00,1.1526389093e+00,1.2133109114e+00,1.2090926416e+00,1.1526389093e+00,1.2133109114e+00,5
maxwell_a4,mscale,13.409508,1.1281206113e+00,1.1002875796e+00,1.1437612211e+00,1.1281206113e+00,1.1002875796e+00,1.1437612211e+00,5
maxwell_a4,mscale,20.114263,1.1322377317e+00,1.1159511911e+00,1.1380308359e+00,1.1159511911e+00,1.0980376103e+00,1.1246307819e+00,5
maxwell_a4,mscale,26.819017,1.1494087154e+00,1.0990801532e+00,1.1510734446e+00,1.0990801532e+00,1.0980376103e+00,1.1246307819e+00,5
maxwell_a4,mscale,33.523771,1.1533545254e+00,1.0880745602e+00,1.1704249026e+00,1.0980376103e+00,1.0880745602e+00,1.1246307819e+00,5
maxwell_a4,mscale,40.228525,1.1511708052e+00,1.0901572997e+00,1.1901484654e+00,1.0980376103e+00,1.0836630081e+00,1.1246307819e+00,5
maxwell_a4,mscale,46.933279,1.1466746965e+00,1.1051946193e+00,1.2073309658e+00,1.0980376103e+00,1.0828558178e+00,1.1246307819e+00,5
maxwell_a4,mscale,53.638034,1.1459212385e+00,1.1203339994e+00,1.2192579777e+00,1.0980376103e+00,1.0828558178e+00,1.1246307819e+00,5
maxwell_a4,mscale,60.342788,1.1560253772e+00,1.1366924065e+00,1.2279361089e+00,1.0980376103e+00,1.0828558178e+00,1.1246307819e+00,5
maxwell_a4,mscale,67.047542,1.1774812375e+00,1.1554636527e+00,1.2335138415e+00,1.0980376103e+00,1.0828558178e+00,1.1246307819e+00,5
maxwell_a4,mscale,73.752296,1.1949375195e+00,1.1779564965e+00,1.2373144410e+00,1.0980376103e+00,1.0828558178e+00,1.1246307819e+00,5
maxwell_a4,mscale,80.457050,1.2145547503e+00,1.2066513474e+00,1.2406688543e+00,1.0980376103e+00,1.0828558178e+00,1.1246307819e+00,5
maxwell_a4,mscale,87.161804,1.2455968612e+00,1.2374215149e+00,1.2471775059e+00,1.0980376103e+00,1.0828558178e+00,1.1246307819e+00,5
maxwell_a4,mscale,93.866559,1.2590746763e+00,1.2552439338e+00,1.3048234291e+00,1.0980376103e+00,1.0828558178e+00,1.1246307819e+00,5
maxwell_a4,mscale,100.571313,1.2908959056e+00,1.2851614315e+00,1.3810524026e+00,1.0980376103e+00,1.0828558178e+00,1.1246307819e+00,5
maxwell_a4,mscale,107.276067,1.3401313273e+00,1.3336780867e+00,1.4691796130e+00,1.0980376103e+00,1.0828558178e+00,1.1246307819e+00,5
maxwell_a4,mscale,113.980821,1.4136943958e+00,1.3846965059e+00,1.4849334229e+00,1.0980376103e+00,1.0828558178e+00,1.1246307819e+00,5
maxwell_a4,mscale,120.685575,1.4666772782e+00,1.4478127738e+00,1.5194866908e+00,1.0980376103e+00,1.0828558178e+00,1.1246307819e+00,5
