elapsed_seconds,loss,method,pressure_rel_error,seed,step,velocity_rel_error
280.027902,0.00952583085745573,war,0.12124857306480408,0,5153,0.02012225240468979
290.002632,0.013912987895309925,war,0.11937902867794037,0,5340,0.022322339937090874
300.037509,0.014711637981235981,war,0.11863241344690323,0,5529,0.02201625145971775
310.035695,0.004317090380936861,war,0.10263773053884506,0,5717,0.013139578513801098
320.003192,0.005264949984848499,war,0.08617138862609863,0,5896,0.013318839482963085
330.020379,0.004338244907557964,war,0.08292204141616821,0,6080,0.011069471947848797
340.011269,0.0049352641217410564,war,0.0734308585524559,0,6256,0.012249411083757877
350.009232,0.011201122775673866,war,0.07964933663606644,0,6439,0.016504105180501938
360.032836,0.008447996340692043,war,0.07900290191173553,0,6625,0.018739737570285797
370.034364,0.003267415799200535,war,0.0718654990196228,0,6802,0.009308804757893085
380.01065,0.002418369986116886,war,0.06368834525346756,0,6981,0.009923857636749744
390.048971,0.01684323139488697,war,0.08120512962341309,0,7164,0.01369864959269762
400.02932,0.0026482741814106703,war,0.11007164418697357,0,7347,0.00847850926220417
410.014092,0.005681505426764488,war,0.0921696275472641,0,7527,0.013767451979219913
420.013278,0.0083304513245821,war,0.06912004947662354,0,7710,0.02001996338367462
430.009143,0.004256380256265402,war,0.06241138279438019,0,7891,0.010563734918832779
440.047593,0.003794567659497261,war,0.06210552155971527,0,8069,0.011447956785559654
450.014935,0.00852454174309969,war,0.06715087592601776,0,8254,0.01851053535938263
460.050088,0.004976712167263031,war,0.05940358340740204,0,8438,0.008642885833978653
470.001404,0.0038032890297472477,war,0.05268731713294983,0,8616,0.012381472624838352
480.038568,0.015449335798621178,war,0.07736575603485107,0,8799,0.019275199621915817
490.043154,0.0037374936509877443,war,0.0580187663435936,0,8979,0.008330540731549263
500.014773,0.00487162871286273,war,0.0496145561337471,0,9157,0.012211901135742664
510.008709,0.0035256475675851107,war,0.056464459747076035,0,9335,0.008753630332648754
520.027419,0.0025721020065248013,war,0.0548161044716835,0,9514,0.008419369347393513
530.049126,0.003323750337585807,war,0.052982769906520844,0,9693,0.009458519518375397
540.020844,0.005146875511854887,war,0.05074649676680565,0,9875,0.011505748145282269
550.004446,0.018128013238310814,war,0.05942053347826004,0,10056,0.019356757402420044
560.02375,0.021616272628307343,war,0.06295359879732132,0,10241,0.026044853031635284
570.007341,0.0020785564556717873,war,0.04828822985291481,0,10421,0.0070869410410523415
580.017016,0.003971489612013102,war,0.04973916336894035,0,10603,0.011211843229830265
